OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
commercial_refrigeration,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
boat_charter,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
powder_coating_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
commercial_printer,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
escrow_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
reflexology,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fabric_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
e_commerce_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
trains,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
backflow_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
bicycle_path,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
diagnostic_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
fashion,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
private_tutor,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
tobacco_company,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
caricature,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
lingerie_wholesaler,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
copywriting_service,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
kitchen_incubator,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
business_office_supplies_and_stationery,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
machine_and_tool_rentals,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
stucco_services,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
professional_services,Other Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
driving_school,Other Services,Other Services,611692,Automobile Driving Schools
social_club,Other Services,Other Services,811490,Other Personal and Household Goods Repair and Maintenance
island,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
playground,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
desert,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
nursery_and_gardening,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
canyon,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
forest,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
lake,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
waterfall,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
hot_springs,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
beach,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
cave,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
mountain,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
nature_reserve,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
national_park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
forestry_service,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
mobile_home_park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
atv_recreation_park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
sand_dune,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
hydroponic_gardening,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
home_and_garden,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
wildlife_control,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
playground_equipment_supplier,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
park_and_rides,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
beer_garden,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
beach_equipment_rentals,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
natural_hot_springs,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
holiday_park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
river,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
community_gardens,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
dog_park,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
spring_supplier,Parks & Natural Features,Parks & Natural Features,712190,Nature Parks and Other Similar Institutions
personal_chef,Personal Services,Personal Services,812990,All Other Personal Services
laundry_services,Personal Services,Personal Services,812990,All Other Personal Services
sewing_and_alterations,Personal Services,Personal Services,812990,All Other Personal Services
valet_service,Personal Services,Personal Services,812990,All Other Personal Services
gents_tailor,Personal Services,Personal Services,812990,All Other Personal Services
personal_assistant,Personal Services,Personal Services,812990,All Other Personal Services
matchmaker,Personal Services,Personal Services,812990,All Other Personal Services
engraving,Personal Services,Personal Services,812990,All Other Personal Services
