OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality
oil_refiners,Other Services,Other Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.571,Low
information_technology_company,Other Services,Other Services,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.533,Low
shoe_shining_service,Other Services,Other Services,11164,Business and Professional Services > Shoe Repair Service,Business and Professional Services , Shoe Repair Service,0.718,Medium
office_equipment,Other Services,Other Services,11020,Business and Professional Services > Office > Business and Strategy Consulting Office,Business and Professional Services , Office ,0.9,High
packing_services,Other Services,Other Services,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.733,Medium
ticket_sales,Other Services,Other Services,10053,Arts and Entertainment > Ticket Seller,Arts and Entertainment , Ticket Seller,0.8,High
bus_rentals,Other Services,Other Services,19002,Travel and Transportation > Bike Rental,Travel and Transportation , Bike Rental,0.727,Medium
iv_hydration,Other Services,Healthcare & Medical,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.636,Medium
racing_experience,Other Services,Other Services,11172,Business and Professional Services > Tutoring Service,Business and Professional Services , Tutoring Service,0.606,Medium
land_surveying,Other Services,Other Services,11069,Business and Professional Services > Laundry Service,Business and Professional Services , Laundry Service,0.621,Medium
ear_nose_and_throat,Other Services,Healthcare & Medical,10000,Arts and Entertainment,Arts and Entertainment,,0.585,Low
water_purification_services,Other Services,Other Services,11176,Business and Professional Services > Water Treatment Service,Business and Professional Services , Water Treatment Service,0.72,Medium
scientific_laboratories,Other Services,Healthcare & Medical,11192,Business and Professional Services > Research Laboratory,Business and Professional Services , Research Laboratory,0.571,Low
teeth_whitening,Other Services,Healthcare & Medical,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.467,Low
marina,Other Services,Other Services,16018,Landmarks and Outdoors > Harbor or Marina,Landmarks and Outdoors , Harbor or Marina,0.9,High
door_sales_service,Other Services,Other Services,11006,Business and Professional Services > Audiovisual Service,Business and Professional Services , Audiovisual Service,0.703,Medium
cannabis_collective,Other Services,Other Services,17021,Retail > Cannabis Store,Retail , Cannabis Store,0.667,Medium
road_structures_and_services,Other Services,Other Services,16007,Landmarks and Outdoors > Structure,Landmarks and Outdoors , Structure,0.9,High
canal,Other Services,Other Services,16009,Landmarks and Outdoors > Canal,Landmarks and Outdoors , Canal,1.0,High
travel_company,Other Services,Other Services,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.69,Medium
firewood,Other Services,Other Services,16057,Landmarks and Outdoors > Field,Landmarks and Outdoors , Field,0.615,Medium
jazz_and_blues,Other Services,Arts & Entertainment,11061,Business and Professional Services > Health and Beauty Service,Business and Professional Services , Health and Beauty Service,0.462,Low
antenna_service,Other Services,Other Services,11156,Business and Professional Services > Rental Service,Business and Professional Services , Rental Service,0.759,Medium
rest_areas,Other Services,Other Services,19024,Travel and Transportation > Rest Area,Travel and Transportation , Rest Area,0.947,High
laser_cutting_service_provider,Other Services,Other Services,12096,Community and Government > Senior Citizen Service,Community and Government , Senior Citizen Service,0.615,Medium
elevator_service,Other Services,Other Services,11038,Business and Professional Services > Event Service,Business and Professional Services , Event Service,0.759,Medium
orthodontist,Other Services,Healthcare & Medical,15007,Health and Medicine > Dentist,Health and Medicine , Dentist,0.632,Medium
business_equipment_and_supply,Other Services,Business-to-Business,11105,Business and Professional Services > Industrial Equipment Supplier,Business and Professional Services , Industrial Equipment Supplier,0.655,Medium
pedicab_service,Other Services,Other Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,0.769,Medium
personal_care_service,Other Services,Other Services,11025,Business and Professional Services > Child Care Service,Business and Professional Services , Child Care Service,0.718,Medium
paint_your_own_pottery,Other Services,Other Services,19064,Travel and Transportation > Boat or Ferry,Travel and Transportation , Boat or Ferry,0.514,Low
exhibition_and_trade_center,Other Services,Other Services,10016,Arts and Entertainment > Exhibit,Arts and Entertainment , Exhibit,0.9,High
safety_equipment,Other Services,Other Services,11105,Business and Professional Services > Industrial Equipment Supplier,Business and Professional Services , Industrial Equipment Supplier,0.533,Low
writing_service,Other Services,Other Services,11194,"Business and Professional Services > Writing, Copywriting and Technical Writing Service",Business and Professional Services ," Writing, Copywriting and Technical Writing Service",0.9,High
prosthodontist,Other Services,Healthcare & Medical,15051,Health and Medicine > Podiatrist,Health and Medicine , Podiatrist,0.583,Low
security_services,Other Services,Other Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,0.714,Medium
laundromat,Other Services,Other Services,11068,Business and Professional Services > Laundromat,Business and Professional Services , Laundromat,1.0,High
country_club,Other Services,Other Services,10011,Arts and Entertainment > Country Club,Arts and Entertainment , Country Club,1.0,High
backpacking_area,Other Services,Other Services,16001,Landmarks and Outdoors > Bathing Area,Landmarks and Outdoors , Bathing Area,0.714,Medium
music_critic,Other Services,Arts & Entertainment,17098,Retail > Music Store,Retail , Music Store,0.609,Medium
feng_shui,Other Services,Home & Garden Services,17015,Retail > Betting Shop,Retail , Betting Shop,0.571,Low
holiday_decor,Other Services,Home & Garden Services,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.522,Low
endodontist,Other Services,Healthcare & Medical,15007,Health and Medicine > Dentist,Health and Medicine , Dentist,0.667,Medium
bulk_billing,Other Services,Other Services,15005,Health and Medicine > Blood Bank,Health and Medicine , Blood Bank,0.455,Low
sign_making,Other Services,Other Services,18020,Sports and Recreation > Gun Range,Sports and Recreation , Gun Range,0.6,Medium
luggage_storage,Other Services,Other Services,17094,Retail > Luggage Store,Retail , Luggage Store,0.929,High
vitamins_and_supplements,Other Services,Other Services,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.556,Low
team_building_activity,Other Services,Other Services,11153,Business and Professional Services > Recycling Facility,Business and Professional Services , Recycling Facility,0.6,Medium
street_vendor,Other Services,Other Services,16069,Landmarks and Outdoors > Tree,Landmarks and Outdoors , Tree,0.9,High
general_litigation,Other Services,Other Services,19007,Travel and Transportation > Fuel Station,Travel and Transportation , Fuel Station,0.6,Medium
foot_care,Other Services,Healthcare & Medical,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,0.632,Medium
logging_equipment_and_supplies,Other Services,Other Services,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,0.678,Medium
freight_and_cargo_service,Other Services,Other Services,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,0.667,Medium
meat_wholesaler,Other Services,Other Services,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.9,High
pool_hall,Other Services,Other Services,10045,Arts and Entertainment > Pool Hall,Arts and Entertainment , Pool Hall,1.0,High
windows_installation,Other Services,Construction & Contractors,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.606,Medium
horseback_riding_service,Other Services,Other Services,11178,Business and Professional Services > Welding Service,Business and Professional Services , Welding Service,0.667,Medium
fidelity_and_surety_bonds,Other Services,Financial Services,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.591,Low
genealogists,Other Services,Other Services,18029,Sports and Recreation > Gymnastics,Sports and Recreation , Gymnastics,0.545,Low
emergency_roadside_service,Other Services,Other Services,19060,Travel and Transportation > Road,Travel and Transportation , Road,0.9,High
payroll_services,Other Services,Financial Services,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.733,Medium
plaza,Other Services,Other Services,16041,Landmarks and Outdoors > Plaza,Landmarks and Outdoors , Plaza,1.0,High
business_financing,Other Services,Financial Services,11182,Business and Professional Services > Business Service,Business and Professional Services , Business Service,0.647,Medium
supernatural_reading,Other Services,Other Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.611,Medium
solar_installation,Other Services,Construction & Contractors,11158,Business and Professional Services > Research Station,Business and Professional Services , Research Station,0.647,Medium
glass_and_mirror_sales_service,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,0.625,Medium
inventory_control_service,Other Services,Other Services,11037,Business and Professional Services > Equipment Rental Service,Business and Professional Services , Equipment Rental Service,0.653,Medium
ev_charging_station,Other Services,Other Services,19006,Travel and Transportation > Electric Vehicle Charging Station,Travel and Transportation , Electric Vehicle Charging Station,0.731,Medium
footwear_wholesaler,Other Services,Other Services,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.9,High
translating_and_interpreting_services,Other Services,Other Services,11171,Business and Professional Services > Translation Service,Business and Professional Services , Translation Service,0.643,Medium
family_practice,Other Services,Healthcare & Medical,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,0.562,Low
wine_tasting_room,Other Services,Other Services,15022,Health and Medicine > Nursing Home,Health and Medicine , Nursing Home,0.552,Low
private_jet_charters,Other Services,Other Services,10020,Arts and Entertainment > Internet Cafe,Arts and Entertainment , Internet Cafe,0.545,Low
