OM_Category,Best_Match_FSQ_Category_Label,Best_Match_FSQ_Category_Name,Best_Match_FSQ_Category_ID,Confidence_Score,Alternative_1_FSQ_Label,Alternative_1_Score,Alternative_2_FSQ_Label,Alternative_2_Score,Alternative_3_FSQ_Label,Alternative_3_Score,Alternative_4_FSQ_Label,Alternative_4_Score
notary_public,Business and Professional Services > Legal Service > Notary,Notary,5ae95d208a6f17002ce792b2,48.26,Arts and Entertainment > Public Art,43.87,Community and Government > Government Building > Law Enforcement and Public Safety,42.13,Community and Government > Public Bathroom,40.14,Business and Professional Services > Public Relations Firm,37.12
nudist_clubs,Landmarks and Outdoors > Nudist Beach,Nudist Beach,52e81612bcbc57f1066b7a30,49.67,Arts and Entertainment > Night Club,29.09,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,27.83,Arts and Entertainment > Strip Club,25.45,Sports and Recreation > Sports Club,24.35
nurse_practitioner,Health and Medicine > Nurse,Nurse,63be6904847c3692a84b9bc3,40.39,Travel and Transportation > Road > Intersection,24.0,Community and Government > Education > Nursery School,23.0,Sports and Recreation > Recreation Center,22.86,Travel and Transportation > Transport Hub > Bus Station,22.07
nursery_and_gardening,Community and Government > Education > Nursery School,Nursery School,4f4533814b9074f6e4fb0107,41.29,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,27.27,Dining and Drinking > Bar > Beer Garden,22.5,Dining and Drinking,22.0,Sports and Recreation > Snow Sports > Ski Resort and Area,22.0
nursing_school,Community and Government > Education > Driving School,Driving School,52e81612bcbc57f1066b7a42,54.43,Community and Government > Education > Nursery School,54.43,Community and Government > Education > Music School,53.77,Health and Medicine > Nursing Home,53.77,Community and Government > Education > Primary and Secondary School > High School,51.8
nutritionist,Health and Medicine > Nutritionist,Nutritionist,58daa1558bbb0b01f18ec1d0,86.0,Health and Medicine > Physician > Neurologist,24.35,Business and Professional Services > Construction,23.33,Travel and Transportation > Road > Intersection,23.33,Health and Medicine > Physician > Urologist,22.86
observatory,Community and Government > Observatory,Observatory,5744ccdfe4b0c0459246b4d9,86.0,Business and Professional Services > Laboratory,26.67,Retail > Food and Beverage Retail > Kosher Store,24.35,Landmarks and Outdoors > Reservoir,24.0,Retail > Food and Beverage Retail > Beer Store,22.86
obstetrician_and_gynecologist,Health and Medicine > Physician > Obstetrician Gynecologist (Ob-gyn),Obstetrician Gynecologist (Ob-gyn),63be6904847c3692a84b9bd1,74.75,Health and Medicine > Physician > Oncologist,20.51,Health and Medicine > Physician > Gastroenterologist,20.43,Landmarks and Outdoors > Historic and Protected Site,20.0,Health and Medicine > Physician > Anesthesiologist,19.56
occupational_medicine,Health and Medicine > Physician > Internal Medicine Doctor,Internal Medicine Doctor,63be6904847c3692a84b9bcf,46.11,Health and Medicine > Physician > Family Medicine Doctor,45.33,Health and Medicine,45.0,Health and Medicine > Sports Medicine Clinic,43.47,Health and Medicine > Alternative Medicine Clinic,43.0
occupational_safety,Business and Professional Services > Security and Safety,Security and Safety,63be6904847c3692a84b9b8f,46.16,Community and Government > Government Building > Law Enforcement and Public Safety,38.38,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,29.9,Community and Government > Government Building > Law Enforcement and Public Safety > Police Station,29.78,Community and Government > Government Building > Law Enforcement and Public Safety > Rescue Service,29.78
occupational_therapy,Health and Medicine > Physical Therapy Clinic,Physical Therapy Clinic,5744ccdfe4b0c0459246b4af,43.47,Landmarks and Outdoors > Park > National Park,21.82,Sports and Recreation > Recreation Center,21.62,Community and Government > Cultural Center,20.57,Business and Professional Services > Promotional Item Service,20.0
office_cleaning,Business and Professional Services > Office > Office Building,Office Building,63be6904847c3692a84b9b76,52.33,Business and Professional Services > Office,45.86,Business and Professional Services > Home Improvement Service > Professional Cleaning Service,44.82,Retail > Office Supply Store,44.18,Business and Professional Services > Legal Service > Law Office,42.2
office_equipment,Business and Professional Services > Office > Office Building,Office Building,63be6904847c3692a84b9b76,48.81,Business and Professional Services > Scientific Equipment Supplier,46.11,Business and Professional Services > Office,44.82,Business and Professional Services > Electrical Equipment Supplier,44.33,Business and Professional Services > Industrial Equipment Supplier,42.56
office_of_vital_records,Business and Professional Services > Office > Office Building,Office Building,63be6904847c3692a84b9b76,37.39,Retail > Office Supply Store,35.38,Business and Professional Services > Office,32.89,Business and Professional Services > Legal Service > Law Office,30.88,Community and Government > Government Building > Post Office,30.45
officiating_services,Community and Government > Organization > Social Services Organization,Social Services Organization,63be6904847c3692a84b9baf,44.67,Business and Professional Services,42.26,Business and Professional Services > Tutoring Service,40.53,Business and Professional Services > Online Advertising Service,40.35,Business and Professional Services > Logging Service,39.67
oil_and_gas,Business and Professional Services > Automotive Service > Oil Change Service,Oil Change Service,63be6904847c3692a84b9b2d,42.07,Landmarks and Outdoors > Island,23.53,Dining and Drinking > Bar > Piano Bar,20.0,Retail > Food and Beverage Retail > Fruit and Vegetable Store,20.0,Sports and Recreation > Running and Track,20.0
oil_and_gas_exploration_and_development,Community and Government > Housing Development,Housing Development,4f2a210c4b9023bd5841ed28,35.07,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,30.0,Business and Professional Services > Automotive Service > Oil Change Service,26.84,Travel and Transportation > Street,23.01,Travel and Transportation > Travel Agency,23.0
oil_and_gas_field_equipment_and_services,Business and Professional Services > Equipment Rental Service,Equipment Rental Service,63be6904847c3692a84b9b3c,41.97,Business and Professional Services > Electrical Equipment Supplier,37.87,Business and Professional Services > Industrial Equipment Supplier,37.87,Business and Professional Services > Scientific Equipment Supplier,37.87,Business and Professional Services > Automotive Service > Oil Change Service,30.72
oil_change_station,Business and Professional Services > Automotive Service > Oil Change Service,Oil Change Service,63be6904847c3692a84b9b2d,58.56,Community and Government > Government Building > Law Enforcement and Public Safety > Police Station,46.33,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,43.0,Travel and Transportation > Transport Hub > Rail Station,43.0,Travel and Transportation > Electric Vehicle Charging Station,41.43
oil_refiners,Business and Professional Services > Automotive Service > Oil Change Service,Oil Change Service,63be6904847c3692a84b9b2d,38.67,Sports and Recreation > Personal Trainer,22.86,Health and Medicine > Medical Center,21.54,Community and Government > Education > College and University > College Rec Center,21.33,Arts and Entertainment > Roller Rink,20.87
olive_oil,Business and Professional Services > Automotive Service > Oil Change Service,Oil Change Service,63be6904847c3692a84b9b2d,28.89,Landmarks and Outdoors > Dive Spot,22.22,Retail > Automotive Retail,21.54,Landmarks and Outdoors > Bike Trail,21.05,Retail > Sporting Goods Retail > Dive Store,21.05
oncologist,Health and Medicine > Physician > Oncologist,Oncologist,63be6904847c3692a84b9bd2,86.0,Health and Medicine > Physician > Neurologist,30.48,Health and Medicine > Physician > Urologist,29.47,Health and Medicine > Mental Health Service > Psychologist,29.09,Health and Medicine > Physician > Cardiologist,29.09
online_shop,Dining and Drinking > Dessert Shop > Pie Shop,Pie Shop,52e81612bcbc57f1066b7a0a,52.47,Business and Professional Services > Machine Shop,50.83,Dining and Drinking > Donut Shop,49.67,Dining and Drinking > Restaurant > Greek Restaurant > Souvlaki Shop,49.67,Dining and Drinking > Smoothie Shop,49.67
onsen,Landmarks and Outdoors > Monument,Monument,4bf58dd8d48988d12d941735,24.62,Health and Medicine > Nurse,24.0,Business and Professional Services > Financial Service > Loans Agency,23.53,Community and Government > Spiritual Center > Monastery,22.86,Retail > Newsagent,22.86
opera_and_ballet,Arts and Entertainment > Performing Arts Venue > Opera House,Opera House,4bf58dd8d48988d136941735,43.74,Business and Professional Services > Security and Safety,22.86,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Persian Restaurant > Ash and Haleem Place,22.22,Travel and Transportation > Lodging > Bed and Breakfast,21.82,Business and Professional Services > Power Plant,20.74
ophthalmologist,Health and Medicine > Physician > Ophthalmologist,Ophthalmologist,63be6904847c3692a84b9bd3,86.0,Health and Medicine > Physician > Pathologist,30.77,Health and Medicine > Mental Health Service > Psychologist,26.67,Health and Medicine > Physician > Oncologist,25.6,Health and Medicine > Physician > Radiologist,24.62
optical_wholesaler,Business and Professional Services > Wholesaler,Wholesaler,63be6904847c3692a84b9b98,51.57,Retail > Financial or Legal Service,21.82,Retail > Warehouse or Wholesale Store,20.87,Business and Professional Services > Financial Service > Financial Planner,20.57,Business and Professional Services > Industrial Estate,20.57
optometrist,Health and Medicine > Optometrist,Optometrist,522e32fae4b09b556e370f19,86.0,Health and Medicine > Podiatrist,22.86,Health and Medicine > Physician > Ophthalmologist,21.54,Retail > Cosmetics Store,21.54,Health and Medicine > Physician > Psychiatrist,20.87
oral_surgeon,Health and Medicine > Physician > Oral Surgeon,Oral Surgeon,63be6904847c3692a84b9bd4,86.0,Health and Medicine > Physician > General Surgeon,55.59,Health and Medicine > Physician > Orthopedic Surgeon,49.67,Health and Medicine > Physician > Plastic Surgeon,49.67,Retail > Fashion Retail > Bridal Store,23.33
orchard,Arts and Entertainment > Arcade,Arcade,4bf58dd8d48988d1e1931735,24.62,Community and Government > Organization > Charity,22.86,Travel and Transportation > Road,21.82,Dining and Drinking > Bar > Beach Bar,20.0,Business and Professional Services > Laboratory,18.82
orchards_production,Community and Government > Education > Adult Education,Adult Education,56aa371ce4b08b9a8d573570,23.53,Travel and Transportation > Transport Hub > Rental Car Location,23.16,Landmarks and Outdoors > Historic and Protected Site,20.87,Business and Professional Services > Construction,20.65,Community and Government > Education,20.0
organ_and_tissue_donor_service,Business and Professional Services > Import and Export Service,Import and Export Service,63be6904847c3692a84b9b67,39.18,Business and Professional Services > Translation Service,39.12,Business and Professional Services > Online Advertising Service,37.29,Business and Professional Services > Food and Beverage Service,36.27,Community and Government > Senior Citizen Service,36.08
organic_grocery_store,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,Organic Grocery,52f2ab2ebcbc57f1066b8b45,63.0,Retail > Food and Beverage Retail > Grocery Store,60.25,Retail > Sporting Goods Retail > Soccer Store,43.0,Retail > Dance Store,41.33,Retail > Food and Beverage Retail > Dairy Store,41.33
organization,Community and Government > Organization,Organization,63be6904847c3692a84b9baa,86.0,Community and Government > Organization > LGBTQ Organization,78.0,Community and Government > Organization > Youth Organization,78.0,Community and Government > Organization > Veterans' Organization,74.24,Community and Government > Organization > Non-Profit Organization,73.43
orthodontist,Health and Medicine > Dentist,Dentist,4bf58dd8d48988d178941735,25.26,Health and Medicine > Physician > Pathologist,24.35,Health and Medicine > Physician > Ophthalmologist,23.7,Health and Medicine > Nutritionist,23.33,Community and Government > Government Building > Courthouse,21.82
orthopedic_shoe_store,Retail > Fashion Retail > Shoe Store,Shoe Store,4bf58dd8d48988d107951735,55.47,Health and Medicine > Physician > Orthopedic Surgeon,43.0,Retail > Food and Beverage Retail > Imported Food Store,42.33,Retail > Cosmetics Store,40.78,Retail > Food and Beverage Retail > Chocolate Store,40.78
orthopedist,Health and Medicine > Physician > Orthopedic Surgeon,Orthopedic Surgeon,63be6904847c3692a84b9bd5,27.59,Landmarks and Outdoors > Forest,23.53,Community and Government > Government Building > Courthouse,22.86,Health and Medicine > Optometrist,21.82,Health and Medicine > Physician > Pathologist,21.82
orthotics,Community and Government > Government Building > Courthouse,Courthouse,4bf58dd8d48988d12b941735,25.26,Health and Medicine > Physician > Orthopedic Surgeon,23.7,Arts and Entertainment > Museum > Erotic Museum,21.82,Community and Government > Education > College and University > Sorority House,20.87,Arts and Entertainment > Performing Arts Venue > Opera House,20.0
