OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
fireplace_service,Other Services,Other Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
hang_gliding_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
water_delivery,Other Services,Other Services,Business and Professional Services,11176,Business and Professional Services > Water Treatment Service
test_preparation,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
christmas_trees,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
background_check_services,Other Services,Other Services,Business and Professional Services,11014,Business and Professional Services > Automotive Service > Smog Check Shop
family_service_center,Other Services,Other Services,Business and Professional Services,11058,Business and Professional Services > Food and Beverage Service > Food Distribution Center
behavior_analyst,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
child_protection_service,Other Services,Other Services,Business and Professional Services,11025,Business and Professional Services > Child Care Service
surgical_center,Other Services,Other Services,Business and Professional Services,11021,Business and Professional Services > Business Center
country_house,Other Services,Other Services,Business and Professional Services,11063,Business and Professional Services > Health and Beauty Service > Bath House
irrigation_companies,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
typing_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
pool_and_hot_tub_services,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
event_technology_service,Other Services,Other Services,Business and Professional Services,11038,Business and Professional Services > Event Service
investing,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
pharmaceutical_companies,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
assisted_living_facility,Other Services,Other Services,Business and Professional Services,11153,Business and Professional Services > Recycling Facility
audiovisual_equipment_rental,Other Services,Other Services,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service
holiday_decorating,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
hydro_jetting,Other Services,Other Services,Business and Professional Services,11000,Business and Professional Services
wine_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
pharmaceutical_products_wholesaler,Other Services,Other Services,Business and Professional Services,11179,Business and Professional Services > Wholesaler
psychoanalyst,Other Services,Healthcare & Medical,Health and Medicine,15000,Health and Medicine
